municipio,id_estado,id_municipio
IXTACUIXTLA DE MARIANO MATAMOROS,29,1938
SANTA ANA NOPALUCAN,29,1939
PANOTLA,29,1940
TOTOLAC,29,1941
TEPEYANCO,29,1942
SANTA ISABEL XILOXOXTLA,29,1943
SAN JUAN HUACTZINCO,29,1944
CALPULALPAN,29,1945
SANCTORUM DE LAZARO CARDENAS,29,1946
HUEYOTLIPAN,29,1947
NANACAMILPA DE MARIANO ARISTA,29,1948
ESPANITA,29,1949
APIZACO,29,1950
ATLANGATEPEC,29,1951
MUNOZ DE DOMINGO ARENAS,29,1952
TETLA DE LA SOLIDARIDAD,29,1953
XALTOCAN,29,1954
SAN LUCAS TECOPILCO,29,1955
YAUHQUEMEHCAN,29,1956
XALOZTOC,29,1957
TOCATLAN,29,1958
TZOMPANTEPEC,29,1959
SAN JOSE TEACALCO,29,1960
HUAMANTLA,29,1961
TERRENATE,29,1962
ATLTZAYANCA,29,1963
CUAPIAXTLA,29,1964
EL CARMEN TEQUEXQUITLA,29,1965
IXTENCO,29,1966
ZILTLALTEPEC DE TRINIDAD SANCHEZ SANTOS,29,1967
APETATITLAN DE ANTONIO CARVAJAL,29,1968
AMAXAC DE GUERRERO,29,1969
SANTA CRUZ TLAXCALA,29,1970
CUAXOMULCO,29,1971
CONTLA DE JUAN CUAMATZI,29,1972
TEPETITLA DE LARDIZABAL,29,1973
NATIVITAS,29,1974
SANTA APOLONIA TEACALCO,29,1975
TETLATLAHUCA,29,1976
SAN DAMIAN TEXOLOC,29,1977
SAN JERONIMO ZACUALPAN,29,1978
ZACATELCO,29,1979
SAN LORENZO AXOCOMANITLA,29,1980
SANTA CATARINA AYOMETLA,29,1981
XICOHTZINCO,29,1982
PAPALOTLA DE XICOHTENCATL,29,1983
CHIAUTEMPAN,29,1984
LA MAGDALENA TLALTELULCO,29,1985
SAN FRANCISCO TETLANOHCAN,29,1986
TEOLOCHOLCO,29,1987
ACUAMANALA DE MIGUEL HIDALGO,29,1988
SANTA CRUZ QUILEHTLA,29,1989
MAZATECOCHCO DE JOSE MARIA MORELOS,29,1990
SAN PABLO DEL MONTE,29,1991
XALAPA,30,1992
TLALNELHUAYOCAN,30,1993
XICO,30,1994
IXHUACAN DE LOS REYES,30,1995
AYAHUALULCO,30,1996
PEROTE,30,1997
BANDERILLA,30,1998
RAFAEL LUCIO,30,1999
LAS VIGAS DE RAMIREZ,30,2000
VILLA ALDAMA,30,2001
TLACOLULAN,30,2002
TONAYAN,30,2003
COACOATZINTLA,30,2004
NAOLINCO,30,2005
MIAHUATLAN,30,2006
TEPETLAN,30,2007
JUCHIQUE DE FERRER,30,2008
ALTO LUCERO DE GUTIERREZ BARRIOS,30,2009
TEOCELO,30,2010
COSAUTLAN DE CARVAJAL,30,2011
APAZAPAN,30,2012
PUENTE NACIONAL,30,2013
URSULO GALVAN,30,2014
PASO DE OVEJAS,30,2015
LA ANTIGUA,30,2016
VERACRUZ,30,2017
PANUCO,30,2018
PUEBLO VIEJO,30,2019
TAMPICO ALTO,30,2020
TEMPOAL,30,2021
OZULUAMA DE MASCARENAS,30,2022
TANTOYUCA,30,2023
PLATON SANCHEZ,30,2024
CHICONAMEL,30,2025
CHALMA,30,2026
CHONTLA,30,2027
CITLALTEPETL,30,2028
IXCATEPEC,30,2029
NARANJOS AMATLAN,30,2030
EL HIGO,30,2031
CHINAMPA DE GOROSTIZA,30,2032
TANTIMA,30,2033
TAMALIN,30,2034
CERRO AZUL,30,2035
TANCOCO,30,2036
TAMIAHUA,30,2037
HUAYACOCOTLA,30,2038
ILAMATLAN,30,2039
ZONTECOMATLAN DE LOPEZ Y FUENTES,30,2040
TEXCATEPEC,30,2041
TLACHICHILCO,30,2042
IXHUATLAN DE MADERO,30,2043
CHICONTEPEC,30,2044
ALAMO TEMAPACHE,30,2045
TIHUATLAN,30,2046
CASTILLO DE TEAYO,30,2047
CAZONES DE HERRERA,30,2048
ZOZOCOLCO DE HIDALGO,30,2049
CHUMATLAN,30,2050
COXQUIHUI,30,2051
MECATLAN,30,2052
FILOMENO MATA,30,2053
COAHUITLAN,30,2054
COYUTLA,30,2055
COATZINTLA,30,2056
ESPINAL,30,2057
POZA RICA DE HIDALGO,30,2058
PAPANTLA,30,2059
GUTIERREZ ZAMORA,30,2060
TECOLUTLA,30,2061
MARTINEZ DE LA TORRE,30,2062
SAN RAFAEL,30,2063
TLAPACOYAN,30,2064
JALACINGO,30,2065
ATZALAN,30,2066
ALTOTONGA,30,2067
LAS MINAS,30,2068
TATATILA,30,2069
TENOCHTITLAN,30,2070
NAUTLA,30,2071
MISANTLA,30,2072
LANDERO Y COSS,30,2073
CHICONQUIACO,30,2074
YECUATLA,30,2075
COLIPA,30,2076
VEGA DE ALATORRE,30,2077
JALCOMULCO,30,2078
TLALTETELA,30,2079
TENAMPA,30,2080
TOTUTLA,30,2081
SOCHIAPA,30,2082
TLACOTEPEC DE MEJIA,30,2083
HUATUSCO,30,2084
CALCAHUALCO,30,2085
ALPATLAHUAC,30,2086
COSCOMATEPEC,30,2087
LA PERLA,30,2088
CHOCAMAN,30,2089
IXHUATLAN DEL CAFE,30,2090
TEPATLAXCO,30,2091
COMAPA,30,2092
ZENTLA,30,2093
CAMARON DE TEJEDA,30,2094
SOLEDAD DE DOBLADO,30,2095
MANLIO FABIO ALTAMIRANO,30,2096
JAMAPA,30,2097
MEDELLIN DE BRAVO,30,2098
BOCA DEL RIO,30,2099
ORIZABA,30,2100
RAFAEL DELGADO,30,2101
MARIANO ESCOBEDO,30,2102
IXHUATLANCILLO,30,2103
ATZACAN,30,2104
IXTACZOQUITLAN,30,2105
FORTIN,30,2106
CORDOBA,30,2107
MALTRATA,30,2108
RIO BLANCO,30,2109
CAMERINO Z. MENDOZA,30,2110
ACULTZINGO,30,2111
SOLEDAD ATZOMPA,30,2112
HUILOAPAN DE CUAUHTEMOC,30,2113
TLAQUILPA,30,2114
ASTACINGA,30,2115
ATLAHUILCO,30,2116
SAN ANDRES TENEJAPAN,30,2117
TLILAPAN,30,2118
NARANJAL,30,2119
COETZALA,30,2120
OMEALCA,30,2121
CUITLAHUAC,30,2122
CUICHAPA,30,2123
YANGA,30,2124
AMATLAN DE LOS REYES,30,2125
PASO DEL MACHO,30,2126
CARRILLO PUERTO,30,2127
COTAXTLA,30,2128
ZONGOLICA,30,2129
TEHUIPANGO,30,2130
MIXTLA DE ALTAMIRANO,30,2131
TEXHUACAN,30,2132
TEZONAPA,30,2133
TLALIXCOYAN,30,2134
IGNACIO DE LA LLAVE,30,2135
ALVARADO,30,2136
LERDO DE TEJADA,30,2137
TRES VALLES,30,2138
CARLOS A. CARRILLO,30,2139
COSAMALOAPAN DE CARPIO,30,2140
IXMATLAHUACAN,30,2141
ACULA,30,2142
AMATITLAN,30,2143
TLACOTALPAN,30,2144
SALTABARRANCA,30,2145
OTATITLAN,30,2146
TLACOJALPAN,30,2147
TUXTILLA,30,2148
CHACALTIANGUIS,30,2149
JOSE AZUETA,30,2150
PLAYA VICENTE,30,2151
SANTIAGO SOCHIAPAN,30,2152
ISLA,30,2153
JUAN RODRIGUEZ CLARA,30,2154
SAN ANDRES TUXTLA,30,2155
SANTIAGO TUXTLA,30,2156
ANGEL R. CABADA,30,2157
HUEYAPAN DE OCAMPO,30,2158
CATEMACO,30,2159
SOTEAPAN,30,2160
MECAYAPAN,30,2161
TATAHUICAPAN DE JUAREZ,30,2162
PAJAPAN,30,2163
CHINAMECA,30,2164
ACAYUCAN,30,2165
SAN JUAN EVANGELISTA,30,2166
SAYULA DE ALEMAN,30,2167
OLUTA,30,2168
SOCONUSCO,30,2169
TEXISTEPEC,30,2170
JALTIPAN,30,2171
OTEAPAN,30,2172
COSOLEACAQUE,30,2173
NANCHITAL DE LAZARO CARDENAS DEL RIO,30,2174
IXHUATLAN DEL SURESTE,30,2175
MOLOACAN,30,2176
COATZACOALCOS,30,2177
AGUA DULCE,30,2178
HIDALGOTITLAN,30,2179
JESUS CARRANZA,30,2180
LAS CHOAPAS,30,2181
UXPANAPA,30,2182
MERIDA,31,2183
CHICXULUB PUEBLO,31,2184
IXIL,31,2185
CONKAL,31,2186
YAXKUKUL,31,2187
HUNUCMA,31,2188
UCU,31,2189
KINCHIL,31,2190
TETIZ,31,2191
CELESTUN,31,2192
KANASIN,31,2193
TIMUCUY,31,2194
ACANCEH,31,2195
TIXPEHUAL,31,2196
UMAN,31,2197
TELCHAC PUEBLO,31,2198
DZEMUL,31,2199
TELCHAC PUERTO,31,2200
CANSAHCAB,31,2201
SINANCHE,31,2202
YOBAIN,31,2203
MOTUL,31,2204
BACA,31,2205
MOCOCHA,31,2206
MUXUPIP,31,2207
CACALCHEN,31,2208
BOKOBA,31,2209
TIXKOKOB,31,2210
HOCTUN,31,2211
TAHMEK,31,2212
DZIDZANTUN,31,2213
TEMAX,31,2214
TEKANTO,31,2215
TEYA,31,2216
SUMA,31,2217
TEPAKAN,31,2218
TEKAL DE VENEGAS,31,2219
IZAMAL,31,2220
HOCABA,31,2221
XOCCHEL,31,2222
SEYE,31,2223
CUZAMA,31,2224
HOMUN,31,2225
SANAHCAT,31,2226
HUHI,31,2227
DZILAM GONZALEZ,31,2228
DZILAM DE BRAVO,31,2229
PANABA,31,2230
BUCTZOTZ,31,2231
SUCILA,31,2232
CENOTILLO,31,2233
DZONCAUICH,31,2234
TUNKAS,31,2235
QUINTANA ROO,31,2236
DZITAS,31,2237
KANTUNIL,31,2238
SUDZAL,31,2239
TEKIT,31,2240
SOTUTA,31,2241
TIZIMIN,31,2242
RIO LAGARTOS,31,2243
ESPITA,31,2244
TEMOZON,31,2245
CALOTMUL,31,2246
TINUM,31,2247
CHANKOM,31,2248
CHICHIMILA,31,2249
TIXCACALCUPUL,31,2250
KAUA,31,2251
CUNCUNUL,31,2252
TEKOM,31,2253
CHEMAX,31,2254
VALLADOLID,31,2255
UAYMA,31,2256
MAXCANU,31,2257
SAMAHIL,31,2258
OPICHEN,31,2259
CHOCHOLA,31,2260
KOPOMA,31,2261
TECOH,31,2262
ABALA,31,2263
HALACHO,31,2264
MUNA,31,2265
SACALUM,31,2266
MANI,31,2267
DZAN,31,2268
CHAPAB,31,2269
TICUL,31,2270
OXKUTZCAB,31,2271
SANTA ELENA,31,2272
MAMA,31,2273
CHUMAYEL,31,2274
MAYAPAN,31,2275
TEABO,31,2276
CANTAMAYEC,31,2277
YAXCABA,31,2278
PETO,31,2279
CHIKINDZONOT,31,2280
TAHDZIU,31,2281
TIXMEHUAC,31,2282
CHACSINKIN,31,2283
TZUCACAB,31,2284
TEKAX,31,2285
AKIL,31,2286
ZACATECAS,32,2287
VETAGRANDE,32,2288
CONCEPCION DEL ORO,32,2289
MAZAPIL,32,2290
EL SALVADOR,32,2291
JUAN ALDAMA,32,2292
MIGUEL AUZA,32,2293
GENERAL FRANCISCO R. MURGUIA,32,2294
RIO GRANDE,32,2295
VILLA DE COS,32,2296
CANITAS DE FELIPE PESCADOR,32,2297
CALERA,32,2298
GENERAL ENRIQUE ESTRADA,32,2299
TRANCOSO,32,2300
GENARO CODINA,32,2301
OJOCALIENTE,32,2302
GENERAL PANFILO NATERA,32,2303
LUIS MOYA,32,2304
VILLA GONZALEZ ORTEGA,32,2305
NORIA DE ANGELES,32,2306
VILLA GARCIA,32,2307
PINOS,32,2308
FRESNILLO,32,2309
SOMBRERETE,32,2310
SAIN ALTO,32,2311
VALPARAISO,32,2312
CHALCHIHUITES,32,2313
JIMENEZ DEL TEUL,32,2314
JEREZ,32,2315
MONTE ESCOBEDO,32,2316
SUSTICACAN,32,2317
VILLANUEVA,32,2318
TEPETONGO,32,2319
EL PLATEADO DE JOAQUIN AMARO,32,2320
JALPA,32,2321
TABASCO,32,2322
HUANUSCO,32,2323
TLALTENANGO DE SANCHEZ ROMAN,32,2324
MOMAX,32,2325
ATOLINGA,32,2326
TEPECHITLAN,32,2327
TEUL DE GONZALEZ ORTEGA,32,2328
SANTA MARIA DE LA PAZ,32,2329
TRINIDAD GARCIA DE LA CADENA,32,2330
MEZQUITAL DEL ORO,32,2331
NOCHISTLAN DE MEJIA,32,2332
APULCO,32,2333
APOZOL,32,2334
JUCHIPILA,32,2335
MOYAHUA DE ESTRADA,32,2336
